5.00

# COLN TYPE: 1-ground plane, 2-ground bound, 3-vehicle up

#			    				PTFX --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------->				FIRES ------------------------------------------------------------------------------------->
#TYPE							FX_NAME						FX_2_NAME				FX_3_NAME					FX_LOD_NAME					FX_AIR_NAME					FX_AIR_2_NAME			FX_AIR_3_NAME		FX_AIR_LOD_NAME				SCALE	SCORCH		  NUMBER		   RANGE		 BURN TIME		BURN STRENGTH	 PEAK TIME			FUEL
#			    																																																										DECALS		MIN		MAX		MIN		MAX		MIN		MAX		MIN		MAX		MIN		MAX		LEVEL	BURN
#																																																																																						RATE
																																																											
EXPLOSIONFX_TABLE_START																																										   												
																																																											
EXP_VFXTAG_MORTAR_KINETIC		exp_xs_mine_kinetic				-						-						-							exp_xs_mine_kinetic			-						-					-							1.0		1			0		0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	
EXP_VFXTAG_VEHMINE_KINETIC		exp_xs_mine_kinetic				-						-						-							exp_xs_mine_kinetic			-						-					-							1.5		1			0		0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	
EXP_VFXTAG_VEHMINE_EMP			exp_xs_mine_emp					-						-						-							exp_xs_mine_emp				-						-					-							1.0		1			0		0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	
EXP_VFXTAG_VEHMINE_SPIKE		exp_xs_mine_spike				-						-						-							exp_xs_mine_spike			-						-					-							1.0		1			0		0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	
EXP_VFXTAG_VEHMINE_SLICK		exp_xs_mine_slick				-						-						-							exp_xs_mine_slick			-						-					-							1.0		1			0		0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	
EXP_VFXTAG_VEHMINE_TAR			exp_xs_mine_tar					-						-						-							exp_xs_mine_tar				-						-					-							1.0		1			0		0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	
EXP_VFXTAG_BURIEDMINE			exp_grd_tankshell				-						-						exp_grd_tankshell_lod		exp_grd_tankshell			-						-					exp_grd_tankshell_lod		1.0		1			0		0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	
EXP_VFXTAG_RAYGUN				exp_xs_ray						-						-						-							exp_xs_ray					-						-					-							1.0		1			0		0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	

EXPLOSIONFX_TABLE_END
